Timestamp,1. How comfortable are you with your surroundings in school ?,2. How would you rate the quality of your relationships with your classmates?,3. Do you have any close friends at school?,"4. If 'YES', how did they affect in your academics?",5. What is the part of your student life that you are unsatisfied with the most?,6. Do you sometimes feel isolated in your college  environment?,7. How often do external problems affect your academics ?,8. Does your personal relationship (Love Life) affect your academic level  ?,9. Do you feel comfortable seeking help or advice from friends when facing academic challenges?,"10. Are you engaged in any external activities  (Associations, Clubs, organizations...) outside of academics? ","11. If 'YES',How often are you engaged in these social activities ? ",1. Does your academic study affect your mental well-being?,2. If 'YES' rate it: ,3. Do you feel motivated to wake up and go to college?,4. How stresseful  school is for you?,5. How would you rate the university environment ?,6. Do you experience any sleep disorders during exams and assesment due to the university environment ?,7. Is it tough for you to fulfill your ambitions ?,"8. If you could choose any of these words to describe your mental health, which would suit you? ",9. Do academic results affect your mental health ?,"1. Are you engaged in any physical activities ? (gym, sport activity ...)","2. If ""NO"", tell us why ",3. Do you often have time to have lunch during the break,4. Does it cause you any eat disorders,5. How many hours of sleep do you get on an average night at university ?,6. How would you describe your daily routine?,7. How do you rate your overall health ?,1. How do you rate your emotional resilience ?,2. Have you ever felt like you lack a sense of purpose in your studies ?,3. How confident do you feel in your ability to overcome challenges in your academic life?,4. Have you ever received training or support in developing emotional resilience skills?,"5. If 'YES', did it help ?",6. How often do you engage in activities that help you relax and unwind?,Are you?,15.Age ,Status ,Level of education,Field of study,Location,Governorates,Your university ,How well do you describe yourself academically ?,Share your opinon about the surveys 
10/21/2023 1:20:20,5,5,No,NULL,Administration,Rarely,Sometimes,Disagree,Neutral,No,NULL,Yes,7,Rarely,7,Stressful,never,No,trying my best,Yes,Yes,NULL,No,No,6-7 hours,Challenging,6,5,No,Neutral,No,NULL,Never,Male,18-21,Taken,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Nabeul,Public,5,
10/21/2023 1:28:07,4,5,Yes,Normal,Schedule,Rarely,Sometimes,Disagree,Neutral,No,Rarely,Yes,3,Rarely,6,Stressful,never,No,bored,Yes,No,Schedule,Yes,No,5-6 hours,Boring,8,6,Yes,Confident,Yes,Soo helpful,Rarely,Female,18-21,Single,Pre-Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Sousse,Public,5,
10/21/2023 1:30:19,5,6,Yes,Normal,"Social life, Teacher, Administration",Sometimes,Often,Disagree,Comfortable,"Yes, Too Much",Weekly,Yes,7,Rarely,8,Toxic,occasionally,Yes,overwhelmed,Yes,No,other reasons,Yes,No,6-7 hours,Challenging,6,3,Yes,Neutral,No,No,Monthly,Male,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Turkey,NULL,Public,7,
10/21/2023 1:40:29,5,5,Yes,Normal,"Social life, Teacher, Schedule",Sometimes,Often,Disagree,Uncomfortable,"Yes, occasionally",Weekly,Yes,4,Rarely,6,Stressful,sometimes,Yes,struggling,Yes,Yes,NULL,No,Yes,5-6 hours,Boring,7,2,Yes,Unconfident,No,NULL,Weekly,Male,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Mahdia,Public,5,
10/21/2023 1:49:53,5,2,Yes,Normal,Administration,Rarely,Often,Disagree,Neutral,"Yes, occasionally",Monthly,Yes,2,Never,3,Good,not much,Yes,struggling,No,Yes,NULL,Yes,No,5-6 hours,Boring,6,8,Yes,Neutral,No,NULL,Rarely,Male,24-28,Taken,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Tunis,Public,6,
10/21/2023 1:59:42,5,6,Yes,Normal,"Social life, Teacher, Administration",Sometimes,Sometimes,Agree,Uncomfortable,"Yes, occasionally",Weekly,Yes,10,Never,10,Toxic,occasionally,Yes,struggling,No,No,other reasons,No,Yes,5-6 hours,Challenging,10,5,Yes,Unconfident,No,NULL,Monthly,Male,18-21,Taken,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Tunisia,Sousse,Public,6,
10/21/2023 4:40:22,7,5,Yes,Normal,"Teacher, Schedule, Administration",Rarely,Often,Agree,Uncomfortable,No,NULL,Yes,9,Often,8,Stressful,always,Yes,overwhelmed,Yes,No,Schedule,Yes,Yes,7-9 hours,Challenging,6,7,Yes,Confident,No,NULL,Weekly,Female,18-21,Single,Pre-Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Ariana,Public,7,
10/21/2023 5:22:01,10,7,Yes,Positive/Good,Schedule,Rarely,Sometimes,Agree,Neutral,"Yes, occasionally",Daily,No,NULL,Always,5,Good,not much,No,trying my best,No,No,I have other engagements,Yes,Yes,5-6 hours,Challenging,5,5,Yes,Neutral,No,NULL,Rarely,Male,22-24,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Private,8,
10/21/2023 6:18:41,9,8,Yes,Positive/Good,Schedule,Rarely,Often,Agree,Comfortable,"Yes, occasionally",Rarely,Yes,5,Sometimes,7,Good,not much,Yes,trying my best,Yes,No,Schedule,No,No,5-6 hours,Challenging,6,6,Yes,Neutral,Yes,Quiet helpful,Rarely,Male,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,8,
10/21/2023 6:55:59,3,2,Yes,Normal,"Social life, Subjects, Schedule",Often,Always,Agree,Uncomfortable,"Yes, occasionally",Rarely,Yes,8,Never,10,Toxic,sometimes,Yes,overwhelmed,Yes,No,other reasons,No,Yes,5-6 hours,Challenging,6,4,Yes,Unconfident,No,NULL,Daily,Non-binary ,18-21,Single,Undergraduate (Bachelor),high school,Tunisia,Sousse,Public,4,
10/21/2023 7:17:22,6,7,Yes,Positive/Good,"Social life, Administration",Often,Sometimes,Disagree,Uncomfortable,"Yes, occasionally",Weekly,Yes,8,Rarely,8,Toxic,sometimes,Yes,trying my best,Yes,Yes,NULL,Yes,No,7-9 hours,Challenging,10,8,Yes,Confident,Yes,Soo helpful,Daily,Female,18-21,Single,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Sousse,Private,8,
10/21/2023 7:17:36,7,7,Yes,Positive/Good,"Schedule, Exams",Sometimes,Sometimes,Disagree,Neutral,"Yes, occasionally",Weekly,Yes,7,Rarely,6,Good,sometimes,No,trying my best,Yes,No,I have other engagements,Yes,No,6-7 hours,Boring,7,5,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,5,
10/21/2023 7:32:33,10,10,Yes,Positive/Good,Subjects,Sometimes,Rarely,Agree,Comfortable,"Yes, Too Much",Weekly,Yes,7,Rarely,9,Stressful,always,Yes,overwhelmed,Yes,Yes,I have other engagements,Yes,No,Less than 5 hours,Challenging,8,7,No,Unconfident,Yes,Quiet helpful,Rarely,Male,22-24,Single,Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Egypt,,Public,6,
10/21/2023 7:32:42,9,6,Yes,Positive/Good,Schedule,Sometimes,Sometimes,Disagree,Neutral,No,NULL,No,NULL,Often,6,Good,sometimes,No,trying my best,Yes,No,other reasons,Yes,No,7-9 hours,Challenging,6,6,No,Confident,No,NULL,Daily,Female,18-21,Taken,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Romania,,Public,7,It is beneficial and it really helps to understand some points in our own academic life
10/21/2023 7:32:49,2,5,Yes,Normal,"Social life, Schedule",Rarely,Rarely,Disagree,Neutral,No,Rarely,No,1,Always,5,Toxic,not much,No,happy,No,Yes,NULL,Yes,Yes,7-9 hours,Intresting,7,7,No,Confident,Yes,Quiet helpful,Monthly,Male,18-21,Taken,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Romania,NULL,Public,10,
10/21/2023 7:33:16,7,6,Yes,Normal,Teacher,Sometimes,Rarely,Disagree,Uncomfortable,"Yes, occasionally",Weekly,Yes,5,Sometimes,6,Good,sometimes,No,bored,Yes,Yes,NULL,Yes,No,6-7 hours,Boring,7,8,Yes,Confident,Yes,Quiet helpful,Rarely,Male,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,5,Smooth
10/21/2023 7:39:17,8,7,Yes,Normal,"Social life, Subjects, Schedule",Sometimes,Rarely,Disagree,Comfortable,"Yes, occasionally",Monthly,No,NULL,Never,5,Good,always,Yes,bored,No,Yes,NULL,Yes,Yes,6-7 hours,Intresting,4,8,Yes,Neutral,No,NULL,Never,Male,24-28,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Ariana,Private,7,
10/21/2023 7:39:49,4,4,Yes,Normal,Social life,Rarely,Often,Agree,Neutral,No,Rarely,Yes,6,Rarely,6,Stressful,never,No,struggling,Yes,No,Schedule,No,Yes,6-7 hours,Boring,4,5,Yes,Confident,No,No,Never,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Tunisia,Sousse,Public,8,
10/21/2023 7:49:38,5,5,Yes,Positive/Good,"Social life, Schedule",Sometimes,Rarely,Disagree,Neutral,No,NULL,Yes,3,Rarely,3,Good,not much,Yes,bored,Yes,No,Schedule,No,No,5-6 hours,Boring,7,8,Yes,Neutral,No,NULL,Rarely,Male,22-24,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,5,
10/21/2023 7:52:51,5,4,Yes,Positive/Good,"Social life, Administration",Sometimes,Rarely,Agree,Neutral,No,NULL,No,NULL,Often,1,Good,sometimes,No,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Intresting,7,7,Yes,Confident,No,NULL,Rarely,Female,18-21,Taken,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Romania,,Public,9,
10/21/2023 8:10:07,8,7,Yes,Positive/Good,"Social life, Schedule, Administration",Never,Sometimes,Agree,Comfortable,No,NULL,Yes,9,Sometimes,10,Good,always,Yes,overwhelmed,No,No,Schedule,Yes,Yes,Less than 5 hours,Challenging,6,8,No,Neutral,No,NULL,Never,Female,22-24,Taken,Undergraduate (Bachelor),Arts and fashion,Tunisia,Monastir,Public,7,
10/21/2023 8:30:15,3,7,Yes,Positive/Good,"Teacher, Subjects, Schedule",Rarely,Never,Disagree,Neutral,"Yes, Too Much",Weekly,Yes,3,Never,8,Toxic,never,No,bored,Yes,No,Schedule,No,Yes,5-6 hours,Boring,4,1,No,Neutral,No,NULL,Never,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Nabeul,Public,4,
10/21/2023 8:39:53,5,8,Yes,Normal,"Teacher, Subjects, Schedule",Never,Sometimes,Disagree,Comfortable,No,NULL,Yes,8,Rarely,8,Stressful,always,Yes,overwhelmed,Yes,No,other reasons,Yes,No,5-6 hours,Boring,5,5,Yes,Neutral,No,NULL,Never,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Ariana,Public,5,
10/21/2023 8:39:59,6,3,Yes,Normal,"Social life, Teacher, Administration",Sometimes,Sometimes,Disagree,Neutral,"Yes, occasionally",Weekly,Yes,7,Never,8,Stressful,not much,Yes,overwhelmed,Yes,No,other reasons,Yes,No,5-6 hours,Boring,6,9,Yes,Confident,No,NULL,Daily,Male,22-24,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Nabeul,Public,6,Idk if the governorate is for university or where I came from originally so you need to be clear on that. I put where I come from. Thanks!
10/21/2023 8:59:43,5,3,Yes,Positive/Good,Social life,Rarely,Sometimes,Disagree,Comfortable,"Yes, occasionally",Daily,Yes,5,Sometimes,5,Stressful,not much,No,trying my best,Yes,No,I have other engagements,No,Yes,6-7 hours,Challenging,5,4,Yes,Neutral,Yes,Not realy,Monthly,Female,18-21,Taken,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,5,Too long 
10/21/2023 9:02:52,3,3,No,Normal,"Schedule, Exams",Sometimes,Always,Disagree,Comfortable,"Yes, occasionally",Monthly,Yes,10,Sometimes,7,Stressful,always,No,struggling,Yes,Yes,NULL,Yes,No,5-6 hours,Challenging,8,6,Yes,Neutral,No,NULL,Rarely,Male,22-24,Single,Master's,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Italy,NULL,Public,6,
10/21/2023 9:03:18,6,7,Yes,Normal,"Teacher, Subjects, Administration",Sometimes,Sometimes,Disagree,Comfortable,"Yes, occasionally",Rarely,Yes,7,Rarely,7,Good,occasionally,Yes,struggling,Yes,No,other reasons,No,No,6-7 hours,Challenging,7,8,Yes,Neutral,No,NULL,Monthly,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,NULL,Public,6,
10/21/2023 9:15:11,7,5,Yes,Positive/Good,"Schedule, Exams, Administration",Often,Always,Agree,Comfortable,No,NULL,Yes,10,Rarely,8,Stressful,occasionally,Yes,struggling,Yes,No,other reasons,Yes,Yes,7-9 hours,Boring,6,6,Yes,Confident,No,NULL,Rarely,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Tunis,Public,7,
10/21/2023 9:19:47,5,6,No,NULL,Social life,Rarely,Sometimes,Disagree,Uncomfortable,No,NULL,Yes,4,Rarely,6,Good,occasionally,No,trying my best,Yes,No,Schedule,Yes,No,7-9 hours,Challenging,7,8,No,Confident,No,NULL,Weekly,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",China,NULL,Private,9,
10/21/2023 9:44:12,5,5,Yes,Normal,"Teacher, Schedule",Sometimes,Never,Disagree,Comfortable,"Yes, occasionally",Daily,Yes,6,Rarely,4,Stressful,sometimes,No,bored,No,No,other reasons,Yes,No,5-6 hours,Boring,5,7,Yes,Neutral,No,NULL,Monthly,Female,18-21,Single,Pre-Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Tunis,Public,8,
10/21/2023 9:57:39,1,5,Yes,Normal,"Subjects, Exams, Administration",Sometimes,Often,Agree,Comfortable,"Yes, occasionally",Weekly,Yes,8,Rarely,2,Stressful,always,Yes,overwhelmed,Yes,Yes,NULL,Yes,No,6-7 hours,Boring,7,6,Yes,Confident,No,NULL,Never,Male,24-28,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Germany,NULL,Public,5,
10/21/2023 10:02:26,3,2,Yes,Positive/Good,"Teacher, Schedule, Administration",Rarely,Rarely,Disagree,Comfortable,"Yes, Too Much",Daily,Yes,4,Often,3,Toxic,not much,No,trying my best,Yes,No,I have other engagements,Yes,No,5-6 hours,Intresting,5,5,No,Confident,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Tunisia,Sousse,Public,8,
10/21/2023 10:06:33,7,7,Yes,Positive/Good,"Schedule, Administration",Rarely,Sometimes,Disagree,Uncomfortable,"Yes, occasionally",Weekly,Yes,7,Sometimes,6,Toxic,not much,Yes,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Challenging,7,6,Yes,Neutral,Yes,Quiet helpful,Weekly,Female,18-21,Single,Pre-Engineering,Theater ,Tunisia,Tunis,Public,6,I enjoyed it 
10/21/2023 10:08:38,4,6,Yes,Positive/Good,"Social life, Schedule",Often,Always,Disagree,Comfortable,"Yes, Too Much",Daily,Yes,8,Often,4,Stressful,always,No,trying my best,Yes,No,other reasons,No,No,6-7 hours,Boring,7,5,No,Confident,No,NULL,Rarely,Female,22-24,Taken,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,
10/21/2023 10:10:06,5,4,Yes,Normal,"Social life, Subjects, Schedule",Often,Often,Agree,Neutral,No,NULL,Yes,8,Rarely,8,Toxic,occasionally,Yes,overwhelmed,Yes,No,Schedule,No,No,5-6 hours,Boring,7,7,Yes,Neutral,No,NULL,Weekly,Male,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Tunisia,Tunis,Public,7,
10/21/2023 10:12:12,5,7,Yes,Positive/Good,"Teacher, Administration",Sometimes,Never,Disagree,Comfortable,"Yes, occasionally",Weekly,Yes,9,Sometimes,6,Good,occasionally,No,happy,Yes,Yes,NULL,Yes,No,5-6 hours,Boring,9,10,Yes,Confident,No,NULL,Monthly,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Germany,,Public,8,
10/21/2023 10:17:06,3,2,No,NULL,"Social life, Schedule, Administration",Always,Sometimes,Agree,Comfortable,"Yes, occasionally",Monthly,Yes,6,Often,6,Toxic,never,Yes,trying my best,Yes,Yes,NULL,No,Yes,7-9 hours,Boring,4,6,Yes,Neutral,No,NULL,Weekly,Male,18-21,Single,Pre-Engineering,"Humanities ( history, philosophy, religion....)",Tunisia,Sousse,Public,5,
10/21/2023 10:24:26,3,2,Yes,Positive/Good,"Social life, Schedule",Sometimes,Sometimes,Disagree,Neutral,No,NULL,Yes,7,Often,9,Stressful,not much,No,bored,Yes,Yes,NULL,Yes,No,6-7 hours,Boring,9,7,No,Neutral,No,NULL,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Sousse,Public,7,
10/21/2023 10:25:28,5,5,Yes,Normal,"Subjects, Exams, Almost everything ",Often,Rarely,Disagree,Neutral,No,NULL,Yes,7,Sometimes,7,Stressful,sometimes,No,trying my best,Yes,No,Schedule,Yes,No,6-7 hours,Boring,6,7,Yes,Unconfident,No,NULL,Rarely,Female,22-24,Single,Undergraduate (Bachelor),"Humanities ( history, philosophy, religion....)",Tunisia,Ben Arous,Public,6,
10/21/2023 10:26:14,3,2,No,NULL,Schedule,Sometimes,Often,Disagree,Neutral,"Yes, Too Much",Daily,Yes,8,Rarely,4,Good,always,No,trying my best,Yes,No,Schedule,No,Yes,5-6 hours,Challenging,7,8,No,Confident,Yes,Quiet helpful,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,interesting
10/21/2023 10:26:39,8,5,Yes,Normal,Schedule,Rarely,Sometimes,Disagree,Uncomfortable,"Yes, occasionally",Rarely,No,NULL,Sometimes,3,Good,not much,Yes,struggling,No,No,other reasons,Yes,No,7-9 hours,Challenging,6,5,No,Confident,No,NULL,Weekly,Female,18-21,Single,Engineering,"Humanities ( history, philosophy, religion....)",Tunisia,Tunis,Public,5,
10/21/2023 10:35:52,2,3,Yes,Positive/Good,Social life,Sometimes,Rarely,Agree,Comfortable,"Yes, occasionally",Monthly,Yes,3,Sometimes,7,Toxic,always,Yes,trying my best,No,No,Schedule,Yes,Yes,6-7 hours,Boring,6,8,Yes,Confident,Yes,Quiet helpful,Daily,Female,18-21,Single,Pre-Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Sousse,Public,6,"Really good, it helped me reflect on many things ."
10/21/2023 10:38:26,8,6,No,NULL,"Schedule, Administration",Sometimes,Sometimes,Disagree,Comfortable,No,NULL,Yes,5,Often,5,Good,sometimes,No,trying my best,Yes,Yes,NULL,Yes,Yes,6-7 hours,Boring,7,6,Yes,Neutral,Yes,Quiet helpful,Weekly,Male,22-24,Taken,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Tunisia,Tunis,Private,7,very detailed 
10/21/2023 10:39:39,1,1,Yes,Negative/Badly,Subjects,Always,Always,Agree,Neutral,"Yes, occasionally",Rarely,Yes,7,Rarely,8,Stressful,sometimes,Yes,bored,Yes,No,Schedule,Yes,Yes,5-6 hours,Boring,9,8,Yes,Unconfident,No,NULL,Weekly,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,3,
10/21/2023 10:39:47,7,3,Yes,Positive/Good,Administration,Rarely,Sometimes,Disagree,Comfortable,"Yes, Too Much",Daily,Yes,8,Often,6,Good,sometimes,Yes,trying my best,Yes,Yes,NULL,Yes,No,5-6 hours,Challenging,8,8,Yes,Confident,No,NULL,Weekly,Male,18-21,Single,Undergraduate (Bachelor),Business Analytics & IT,Tunisia,Ben Arous,Public,7,Best of Luck from TBS JE!! 
10/21/2023 10:46:45,7,9,Yes,Normal,"Schedule, Exams",Rarely,Often,Disagree,Comfortable,No,NULL,Yes,8,Sometimes,9,Stressful,sometimes,Yes,trying my best,Yes,No,Schedule,Yes,Yes,6-7 hours,Boring,7,7,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Pre-Engineering,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Sousse,Public,7,
10/21/2023 10:59:16,7,7,Yes,Positive/Good,Administration,Never,Sometimes,Disagree,Comfortable,"Yes, occasionally",Monthly,Yes,9,Often,5,Stressful,sometimes,Yes,trying my best,Yes,Yes,NULL,Yes,Yes,6-7 hours,Intresting,8,5,No,Neutral,No,NULL,Monthly,Female,18-21,Single,Undergraduate (Bachelor),Psychology,Tunisia,Tunis,Public,7,Interesting 
10/21/2023 11:06:19,5,5,No,NULL,"Social life, Schedule, Administration",Often,Sometimes,Agree,Neutral,"Yes, occasionally",Weekly,Yes,7,Rarely,5,Stressful,always,Yes,overwhelmed,Yes,No,other reasons,Yes,Yes,6-7 hours,Boring,6,7,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Pre-Engineering,Finance ,Tunisia,Sousse,Public,7,
10/21/2023 11:10:14,8,9,Yes,Positive/Good,"Schedule, Exams",Sometimes,Sometimes,Disagree,Comfortable,No,NULL,Yes,4,Never,7,Good,occasionally,Yes,trying my best,Yes,No,I have other engagements,Yes,Yes,6-7 hours,Intresting,7,7,Yes,Neutral,No,NULL,Weekly,Male,18-21,Single,Pre-Engineering,"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Serbia,,Public,7,
10/21/2023 11:17:09,7,5,Yes,Positive/Good,Social life,Sometimes,Often,Agree,Neutral,"Yes, Too Much",Daily,Yes,8,Rarely,9,Good,always,Yes,trying my best,Yes,No,Schedule,No,Yes,6-7 hours,Challenging,4,4,Yes,Neutral,No,NULL,Never,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology....)",Tunisia,Sousse,Public,5,"It is very interesting it is like i am talking to a therapist!
Keep up the good work 😊"
